Product Hit ID,DUNSNUMBER,VENDOR,Product ID,PRODUCT,Date First Verified,Date Last Verified,INTENSITY,Category Parent,CATEGORY,ATTRIBUTES,Location Type,COMPANY,ADDRESS,CITY,STATE,ZIP,COUNTRY,PHONE,URL,REVENUE,EMPLOYEES,SIC2,SIC2 Description,SIC3,SIC3 Description,SIC4,SIC4 Description
37889031,8344702,Atlassian Pty Ltd,1074,Atlassian Confluence,2016-02-01 00:00:00.000,2016-02-01 00:00:00.000,1,Productivity Solutions,Collaboration,,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888696,8344702,"Autodesk, Inc.",94,AutoCAD,2006-11-01 00:00:00.000,2009-03-11 00:00:00.000,15,Productivity Solutions,Visualization Software,3D Modeling;CAD/CAE/CAM,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889135,8344702,"Autodesk, Inc.",95,Autodesk (Unspecified Product),2006-11-01 00:00:00.000,2009-03-11 00:00:00.000,15,Productivity Solutions,Visualization Software,CAD/CAE/CAM,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888978,8344702,"BMC Software, Inc.",5105,BMC Control-M,2015-04-01 00:00:00.000,2020-01-11 00:00:00.000,3,Network Computing,Automated Process/Workflow Systems,Mainframe Management,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889136,8344702,"Broadcom, Inc.",118,Clarity Service Management,2013-11-01 00:00:00.000,2013-11-01 00:00:00.000,1,Customer Relationship Management,Service & Field Support Management,IT Service Support Management (ITSSM),branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889252,8344702,"Broadcom, Inc.",10693,Layer7,2014-11-13 00:00:00.000,2014-11-13 00:00:00.000,1,Network Computing,Middleware Software,API Management;Application Performance Management,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888961,8344702,"Broadcom, Inc.",802,Symantec,2010-08-01 00:00:00.000,2018-02-01 00:00:00.000,8,Data Center Solutions,System Security Services,,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888662,8344702,"Broadcom, Inc.",4739,Symantec Altiris,2011-01-01 00:00:00.000,2011-04-01 00:00:00.000,2,Data Center Solutions,IT Infrastructure & Operations Management,Cloud Managed Security Service,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889040,8344702,"Canonical, Ltd.",5235,Canonical Ubuntu,2016-06-01 00:00:00.000,2016-06-01 00:00:00.000,1,Data Center Solutions,Operating Systems & Computing Languages,Application Development Tools;Open Source;Operating System (OS),branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889184,8344702,Centrify Corporation,11511,Centrify,2016-02-01 00:00:00.000,2016-02-01 00:00:00.000,1,Data Center Solutions,System Security Services,IDaaS;Identity Governance,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889175,8344702,"Chef Software, Inc.",9378,Chef,2015-07-01 00:00:00.000,2020-06-28 00:00:00.000,16,Data Center Solutions,IT Infrastructure & Operations Management,Open Source;Testing Framework/Continuous Integration,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889244,8344702,"Cisco Systems, Inc.",7226,Cisco Catalyst 6500,2006-10-20 00:00:00.000,2007-11-09 00:00:00.000,4,Network Computing,Network Management (Hardware),Switch,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889143,8344702,"Cisco Systems, Inc.",513,Cisco Catalyst Switches,2006-10-20 00:00:00.000,2007-11-09 00:00:00.000,4,Network Computing,Network Management (Hardware),Switch,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889156,8344702,"Cisco Systems, Inc.",1082,Cisco Routers,2010-01-01 00:00:00.000,2014-10-01 00:00:00.000,3,Network Computing,Network Management (Hardware),Router,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889161,8344702,"Cisco Systems, Inc.",1236,Cisco Switches,2006-10-20 00:00:00.000,2010-01-01 00:00:00.000,7,Network Computing,Network Management (Hardware),Switch,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889050,8344702,"Cloudera, Inc.",9431,Hortonworks,2016-08-01 00:00:00.000,2016-12-01 00:00:00.000,2,Data Center Solutions,Database Management Software,Data Warehouse;Open Source,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889249,8344702,"Couchbase, Inc.",9427,Couchbase,2017-10-09 00:00:00.000,2017-10-09 00:00:00.000,1,Data Center Solutions,Database Management Software,NoSQL;Open Source,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889855,8344702,"Databricks, Inc.",11155,Databricks Unified Analytics Platform,2020-02-12 00:00:00.000,2020-02-12 00:00:00.000,1,Data Center Solutions,Database Management Software,Big Data,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889863,8344702,"Datadog, Inc.",13835,Datadog,2019-01-19 00:00:00.000,2019-01-20 00:00:00.000,2,Data Center Solutions,IT Infrastructure & Operations Management,Application Performance Management,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889144,8344702,"Dell Technologies, Inc.",542,Dell EMC Data Domain,2014-08-19 00:00:00.000,2016-01-01 00:00:00.000,2,Data Center Solutions,Data Management & Storage,Data Storage Software,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888715,8344702,"Dell Technologies, Inc.",849,Dell EMC NetWorker,2007-02-13 00:00:00.000,2007-02-25 00:00:00.000,4,Data Center Solutions,"Data Archiving, Back-Up & Recovery",Data Security Software;Data Storage Software,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889266,8344702,"Eclipse Foundation, Inc.",17646,Eclipse IDE,2017-03-20 00:00:00.000,2017-03-20 00:00:00.000,1,Data Center Solutions,Operating Systems & Computing Languages,Application Development Tools,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889871,8344702,Elasticsearch B.V.,17909,Kibana,2016-06-01 00:00:00.000,2016-08-31 00:00:00.000,3,Productivity Solutions,Visualization Software,AI-Assisted Tools;Data Visualization;Open Source,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888740,8344702,"Esri Global, Inc.",12727,ArcIMS,2006-08-18 00:00:00.000,2006-08-18 00:00:00.000,1,Productivity Solutions,Visualization Software,GIS Software,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889214,8344702,"Esri Global, Inc.",196,ESRI (Unspecified Product),2006-08-18 00:00:00.000,2006-08-18 00:00:00.000,1,Productivity Solutions,Visualization Software,GIS Software,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888986,8344702,"F5 Networks, Inc.",10448,F5 Networks,2007-11-01 00:00:00.000,2007-11-01 00:00:00.000,1,Network Computing,Network Management (Hardware),Application Delivery Controller;Load Balancers;Router;Switch,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889062,8344702,"Facebook, Inc.",16994,GraphQL,2020-02-15 00:00:00.000,2020-06-07 00:00:00.000,5,Data Center Solutions,Operating Systems & Computing Languages,Query Language,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888963,8344702,General Technology,828,COBOL,2005-05-01 00:00:00.000,2009-12-01 00:00:00.000,10,Data Center Solutions,Operating Systems & Computing Languages,Programming Language,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889181,8344702,"GitHub, Inc.",11093,GitHub,2015-07-01 00:00:00.000,2020-02-12 00:00:00.000,12,Productivity Solutions,Collaboration,Open Source,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889265,8344702,"GitLab, Inc.",17077,GitLab,2020-07-04 00:00:00.000,2020-07-04 00:00:00.000,1,Data Center Solutions,Database Management Software,Testing Framework/Continuous Integration,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889540,8344702,Google Cloud Platform,18576,Google Cloud Bigtable,2017-10-09 00:00:00.000,2017-10-09 00:00:00.000,1,Data Center Solutions,"Data Archiving, Back-Up & Recovery",NoSQL;Object Storage,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888755,8344702,Google Cloud Platform,19751,Google Cloud SQL,2019-02-01 00:00:00.000,2019-02-01 00:00:00.000,1,Data Center Solutions,Database Management Software,Database Administration Tools,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889535,8344702,"Google, LLC",17641,Android OS,2008-11-01 00:00:00.000,2020-06-27 00:00:00.000,51,Data Center Solutions,Operating Systems & Computing Languages,Operating System (OS),branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889429,8344702,Grafana Labs,18063,Grafana,2018-05-19 00:00:00.000,2020-03-11 00:00:00.000,13,Data Center Solutions,Database Management Software,Database Administration Tools,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889197,8344702,"HashiCorp, Inc.",18808,Consul,2017-03-08 00:00:00.000,2017-03-22 00:00:00.000,2,Data Center Solutions,IT Infrastructure & Operations Management,Business Rules Engine,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889872,8344702,"Hazelcast, Inc.",18356,Hazelcast,2017-10-09 00:00:00.000,2017-10-09 00:00:00.000,1,Data Center Solutions,Database Management Software,Database Administration Tools;Edge Computing,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889219,8344702,"HCL Technologies, Ltd.",559,HCL Notes,2001-08-01 00:00:00.000,2004-05-01 00:00:00.000,2,Productivity Solutions,Collaboration,Chat Software;Secure Messaging,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889166,8344702,HPE,4555,HPE Disk Array Storage Systems,2006-12-07 00:00:00.000,2015-09-22 00:00:00.000,18,Data Center Solutions,Data Management & Storage,Data Storage Software;Storage Area Network (SAN),branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889165,8344702,HPE,4552,HPE Storage Systems,2006-12-07 00:00:00.000,2015-09-22 00:00:00.000,20,Data Center Solutions,Data Management & Storage,Data Storage Software,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888728,8344702,HPE,6491,HP-UX,2003-01-01 00:00:00.000,2019-09-16 00:00:00.000,90,Data Center Solutions,Operating Systems & Computing Languages,Operating System (OS),branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888972,8344702,IBM Corporation,1371,IBM AIX,2012-06-01 00:00:00.000,2019-09-16 00:00:00.000,18,Data Center Solutions,Operating Systems & Computing Languages,Operating System (OS),branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889045,8344702,IBM Corporation,8702,IBM CICS,2005-05-01 00:00:00.000,2005-05-01 00:00:00.000,1,Network Computing,Middleware Software,,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889028,8344702,IBM Corporation,810,IBM Db2,2012-01-01 00:00:00.000,2017-01-01 00:00:00.000,9,Data Center Solutions,Database Management Software,RDBMS,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888661,8344702,IBM Corporation,1272,IBM Db2 Database,2012-01-01 00:00:00.000,2017-01-01 00:00:00.000,9,Data Center Solutions,Database Management Software,DBaaS;RDBMS,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889019,8344702,IBM Corporation,235,IBM Informix,2014-08-19 00:00:00.000,2016-01-01 00:00:00.000,2,Data Center Solutions,Database Management Software,RDBMS,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889240,8344702,IBM Corporation,5089,IBM InfoSphere Optim,2015-03-24 00:00:00.000,2018-02-01 00:00:00.000,3,Data Center Solutions,Database Management Software,Data Masking,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888966,8344702,IBM Corporation,1037,IBM MQ,2008-01-14 00:00:00.000,2017-07-25 00:00:00.000,34,Network Computing,Middleware Software,Network Infrastructure Software,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889174,8344702,IBM Corporation,9224,IBM Rational Rose,2008-12-12 00:00:00.000,2017-07-25 00:00:00.000,9,Productivity Solutions,Visualization Software,,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889049,8344702,IBM Corporation,9338,IBM Spectrum Scale,2016-02-23 00:00:00.000,2016-02-23 00:00:00.000,1,Data Center Solutions,IT Infrastructure & Operations Management,Mainframe Management,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888735,8344702,IBM Corporation,10736,IBM Sterling B2B Integrator,2016-02-29 00:00:00.000,2016-02-29 00:00:00.000,1,Network Computing,Automated Process/Workflow Systems,Software as a Service (SaaS),branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889178,8344702,IBM Corporation,10737,IBM Sterling File Gateway,2016-02-29 00:00:00.000,2016-02-29 00:00:00.000,1,Data Center Solutions,IT Infrastructure & Operations Management,Mainframe Management,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37889036,8344702,IBM Corporation,1315,IBM Tape Systems,2014-08-19 00:00:00.000,2016-01-01 00:00:00.000,2,Data Center Solutions,Data Management & Storage,Tape Drive,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888427,8344702,IBM Corporation,557,IBM Tivoli,2003-01-01 00:00:00.000,2015-04-11 00:00:00.000,4,Data Center Solutions,IT Infrastructure & Operations Management,Data Security Software,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888441,8344702,IBM Corporation,6945,IBM Z Workload Scheduler,2008-11-01 00:00:00.000,2008-11-01 00:00:00.000,1,Data Center Solutions,IT Infrastructure & Operations Management,Mainframe Management;Workload Management/Job Scheduling,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
37888953,8344702,IBM Corporation,323,Netezza,2011-04-01 00:00:00.000,2015-05-14 00:00:00.000,3,Data Center Solutions,Data Management & Storage,Data Warehouse,branch loc.,"T-Mobile Usa, Inc.",85 5th St NW,Atlanta,GA,303081000,USA,4046858635,t-mobile.com,0,0,48,Communications,481,Telephone Communication,4812,Radiotelephone communication
